Locality,Locality_type,Sternberg_Map_No,Latitude,Longitude,UTM_East,UTM_North,Elevation_MASL,Locality_no,Formation,Elevation_TMP_DEM,Reference_Oldman_contact,Contact_elev_TMP_DEM,Height_Oldman_DPF,Height_PT,Height_LCZ,Strat_unit,Within_DPP,Within_DPP_vicinity,Within_map,Within_bonebed,Identification,Discovered_by,Date_discovered,Staked,Date_staked,Last_date_checked,References
BB091A,BB,,50.732114338,-111.5248064034,462963,5620167,679.67,Irishman’s Coulee,DPF,679.268737792969,Eberth & Getty 2005,,8,,,DPF1,N,Y,Y,,Centrosaurus apertus Class A,,1984-05-01,N,,2001-10-22,Eberth & Getty 2005
BB091B,BB,,50.7306075417,-111.5239110641,463025,5619999,681.31,,DPF,681.122741699219,Contact 189,668.993713378906,12.129028320313,,,DPF2,N,Y,Y,,Centrosaurus apertus Class A,,1984-05-01,N,,2001-10-22,
BB091C,BB,,50.7319185825,-111.5203265576,463279,5620143,681.03,,DPF,680.341979980469,Contact 189,668.993713378906,11.348266601563,,,DPF2,N,Y,Y,,Centrosaurus apertus Class A,,1984-05-01,N,,2001-10-22,
BB092,BB,,50.7672230094,-111.4103658525,471061,5624020,676.98,,DPF,680.705688476562,Contact 162,662.910339355469,17.7953491210931,,,DPF2,Y,Y,Y,,Mixed faunal Class C/D,P. J. Currie,1984-08-01,N,,1999-08-21,
BB093,BB,,50.7640558505,-111.4159106787,470668,5623670,688.208,,DPF,688.144836425781,Contact 074,656.457275390625,31.687561035156,,,DPF4,Y,Y,Y,,Mixed faunal Class B,L. D. Watson,1983-05,N,,2022-08-21,
BB094,BB,,50.8164134609,-111.3249152159,477111,5629460,674,Peter’s Site,DPF,,Eberth 1990,,36,,,DPF4,N,Y,N,,Mixed faunal Class D,Peter May,1986-06-01,N,,,Brinkman 1990; Eberth 1990
BB095,BB,,50.8164134609,-111.3249152159,477111,5629460,680,,DPF,,Eberth 1990 (estimated),,42,,,DPF2,N,Y,N,,Mixed faunal Class C,K. Aulenback,1986-06-15,N,,,
BB096,BB,,50.8184126289,-111.3239211798,477182,5629682,689.593,,DPF,NA,NA,NA,68,,,LCZ,N,Y,?,N,Marine fauna Class D,K. Aulenback,1986-06-15,N,,2003-09-26,Beavan & Russell 1999; Brinkman et al. 2005
BB097,BB,,50.7523879585,-111.4578106121,467705,5622390,676.089,JMC 1044,DPF,680.774597167969,Eberth 1990,,13.5,,,DPF2,Y,Y,Y,,Mixed faunal Class D,J. Danis,,N,,2003-05-27,Brinkman 1990; Eberth 1990
BB097A,BB,,50.7520855273159,-111.454660619927,467927,5622355,679,,DPF,674.810363769531,Contact 151,661.985534667969,12.824829101562,,,DPF2,Y,Y,Y,,Mixed faunal Class D,H. Larsson,2023-08-11,N,,2023-08-19,
BB098,BB,,50.7534487247,-111.4624707789,467377,5622510,663.489,TMP L0404; New Eggshell Site,DPF,663.920104980469,Eberth 1990,,1,,,DPF1,Y,Y,Y,,Mixed faunal Class D,D. B. Brinkman,,N,,2000-10-12,Brinkman 1990; Eberth 1990
BB099,BB,,50.7529697551,-111.4630614569,467335,5622457,669.14,,DPF,669.446166992188,Contact 222,665.3928,4.05336699218799,,,DPF1,Y,Y,Y,,Mixed faunal Class C,D. B. Brinkman,1986-06-01,N,,2000-10-12,
BB100,BB,,50.7587784575,-111.5307757366,462563,5623135,654.105,TMP L0406; MANC BB,Oldman,651.150268554688,Eberth 1990,,-6.3,,,Oldman,Y,Y,Y,,Mixed faunal Class D,J. Walper,long ago,N,,2001-10-20,Brinkman 1990; Eberth 1990; Brinkman unpublished
BB101,BB,,50.7752203456,-111.3576615127,474782,5624890,725.48,,DPF,,Contact 142,660.720092773438,64.7599072265621,,,LCZ,N,Y,N,,Marine fauna Class D,M. Klassen et al.,1986-07-22,N,,Fall 2001,
BB102,BB,,50.812694934,-111.6311154353,455537,5629186,678,Steveville Railroad Grade,DPF,,Eberth 1990,,37,,,DPF4,N,Y,N,,Microsite (Class D BB),L. J. Strong,1986-07-14,N,,2002-07-20,Brinkman 1990; Eberth 1990
BB102A,BB,,50.809319447333,-111.630033842892,455610,5628810,,Steveville Railroad Grade,DPF,,Eberth 1990,,37,,,DPF4,N,Y,N,,Microsite (Class D BB),,,N,,,
BB102B,BB,,50.8101279833894,-111.630186654207,455600,5628900,,Steveville Railroad Grade,DPF,,Eberth 1990,,37,,,DPF4,N,Y,N,,Microsite (Class D BB),,,N,,,
BB102C,BB,,50.8077899979537,-111.630155198463,455600,5628640,,Steveville Railroad Grade,DPF,,Eberth 1990,,37,,,DPF4,N,Y,N,,Microsite (Class D BB),,,N,,,
BB102D,BB,,50.8128451896343,-111.631600067523,455503,5629203,,Steveville Railroad Grade,DPF,,Eberth 1990,,37,,,DPF4,N,Y,N,,Microsite (Class D BB),,,,,,
BB103,BB,,50.8325295595,-111.3213066452,477373,5631251,646.179,Ankylosaur-rich Site,Oldman,,Eberth 1990,,-5.5,,,Oldman,N,Y,?,,Microsite (Class D BB),E. Nicholls,1986-07-01,N,,2003-09-26,Brinkman 1990; Eberth 1990
BB104,BB,,50.7532768445,-111.5142548841,463724,5622515,678.955,U-2,DPF,678.780334472656,Eberth 1990,,16.5,,,DPF2,Y,Y,Y,,Microsite (Class D BB),P. Johnston,,N,,2001-07-25,Brinkman 1990; Eberth 1990; Brinkman unpublished
BB105,BB,,50.7557736708,-111.5108939411,463963,5622791,642.91,Dave’s II,Oldman,643.042236328125,Eberth 1990,,-17.5,,,Oldman,Y,Y,Y,,Microsite (Class D BB),D. B. Brinkman,?,N,,2001-10-20,Brinkman 1990; Eberth 1990
BB106,BB,,50.7581646663,-111.3981080004,471920,5623008,685.89,François’ Site,DPF,685.779479980469,Eberth 1990,,28.5,,,DPF3,Y,Y,Y,,Microsite (Class D BB),F. Côté,,N,,2001-08-02,Brinkman 1990; Eberth 1990
BB106A,BB,,50.7562961263317,-111.397525063862,471960,5622800,,,DPF,673.779541015625,Eberth 1990 (estimated),,28.5,,,DPF4,Y,Y,Y,,Mixed faunal bonebed,,,N,,,
BB107,BB,,50.7683895414,-111.5233402864,463095,5624200,654.5,Chris’ Site,Oldman,653.325866699219,Eberth 1990,,-3.1,,,Oldman,Y,Y,Y,,Microsite (Class D BB),C. Page,,N,,2001-10-17,Brinkman 1990; Eberth 1990; Brinkman unpublished
BB108,BB,,50.7948029735,-111.6236948782,456043,5627192,671.25,One Tree Creek,DPF,,Eberth 1990,,38,,,DPF4,N,Y,N,,Microsite (Class D BB),W. Marshall,,N,,2003-05-22,Brinkman 1990; Eberth 1990
BB109,BB,,50.7495589642,-111.5711131598,459710,5622131,660,,DPF,658.16845703125,Contact 099,658.619323730469,0.11,,,DPF1,N,Y,?,,Microsite (Class D BB),L. J. Strong,1987-06-04,N,,,
BB110,BB,,50.7514765778,-111.5632831389,460264,5622340,687,,DPF,679.623046875,Contact 161,663.475341796875,16.147705078125,,,DPF3,N,Y,?,,Microsite (Class D BB),L. J. Strong & J. McCabe,1987-06-08,N,,1999-08-24,
BB111,BB,,50.7515579207,-111.5631990606,460270,5622349,688,,DPF,682.238342285156,Contact 161,663.475341796875,18.763000488281,,,DPF3,N,Y,?,,Microsite (Class D BB),L. J. Strong,1987-06-09,N,,1999-08-24,
BB112,BB,,50.7419973064,-111.5003269829,464698,5621254,676.74,,DPF,676.599914550781,Contact 199,671.248474121094,5.35144042968705,,,DPF2,Y,Y,Y,,Microsite (Class D BB),D. Tanke,,N,,2002-05-17,
BB113,BB,,50.76758456,-111.3637434527,474349,5624043,725.012,,DPF,724.095703125,Contact 106,658.793518066406,65.302185058594,,,Bearpaw,N,Y,Y,,Microsite (Class D BB),J. McCabe,1987-06-10,N,,2003-06-10,
BB114,BB,,50.7639447868,-111.3715564497,473796,5623641,705.936,,DPF,698.165283203125,Contact 033,655.827026367188,42.338256835937,,,DPF5,Y,Y,Y,,Mixed faunal Class C,A. Mandryk,1987-08-01,N,,2003-05-18,
BB115,BB,,50.7677231795,-111.3739403502,473630,5624062,713.17,Jim’s Site,DPF,712.432678222656,Eberth 1990,,60,,,LCZ,Y,Y,Y,,Mixed faunal; estuarine channel Class C/D,J. McCabe,1987-08-01,N,,2003-05-16,Brinkman 1990; Eberth 1990
BB116,BB,,50.7730234735,-111.5105854505,463998,5624709,652.66,,DPF,652.554809570312,Contact 046,654.334,0,,,DPF1,Y,Y,Y,,Microsite (Class D BB),D. Heyd,1988-08-14,N,,2001-10-17,
BB117,BB,,50.7547264521,-111.5138596447,463753,5622676,686.53,TMP L0423; Dave’s Site,DPF,686.252319335938,Brinkman 1990,,22,,,DPF3,Y,Y,Y,,Microsite (Class D BB),D. Eberth,Summer 1986,N,,2001-10-20,Brinkman 1990
BB118,BB,,50.7519186143,-111.5244182561,463006,5622369,648.97,TMP L0424; Overlook Site,Oldman,648.584716796875,Eberth 1990,,-9.5,,,Oldman,Y,Y,Y,,Microsite (Class D BB),G. Dongl,Summer 1985,N,,2001-10-20,Brinkman 1990; Eberth 1990
BB119,BB,,50.7404123241,-111.4794483878,466170,5621068,721.3,TMP L0425; Turtle Pond,DPF,721.1357421875,Eberth 1990,,56,,,DPF5,Y,Y,Y,,Microsite (Class D BB),D. Brinkman,Summer 1985,N,,2001-10-21,Brinkman 1990; Eberth 1990
BB120,BB,,50.746170892,-111.4469776801,468465,5621694,697.61,TMP L0426; Sabo’s Site,DPF,697.198059082031,Brinkman et al. 1998,,37,,,DPF4,Y,Y,Y,,Microsite (Class D BB),D. Sabo,Shown in 1987,N,,2001-10-21,Brinkman 1990; Brinkman et al. 1998; Brinkman unpublished
BB121,BB,,50.7538329605,-111.5063647142,464281,5622573,656.77,TMP L0427; Matthew’s Site,Oldman,655.171569824219,Eberth 1990,,-7,,,Oldman,Y,Y,Y,,Microsite (Class D BB),M. Cross,Summer 1987,N,,2001-10-20,Brinkman 1990; Eberth 1990; Brinkman unpublished
BB122,BB,,50.7441907049,-111.5129506014,463809,5621504,665.005,,DPF,666.050476074219,Contact 155,662.1328,3.917676074219,,,DPF1,Y,Y,Y,,Microsite (Class D BB),H. Dompierre,1990-06-17,N,,2003-06-24,
BB123,BB,,50.7440824204,-111.5130767809,463803,5621492,665.457,,DPF,665.539978027344,Contact 155,662.1328,3.407178027344,,,DPF1,Y,Y,Y,,Mixed faunal Class B,J. McCabe,1990-06-20,N,,2001-10-01,
BB124,BB,,50.7513853139,-111.5250218517,462963,5622310,648.16,,DPF,647.762634277344,Contact 098,658.057983398438,-10.295349121094,,,Oldman,Y,Y,Y,,Mixed faunal Class C/D,J. McCabe,1990-06-10,N,,2001-10-20,
BB125,BB,,50.7696092178,-111.5180501305,463469,5624333,668.676,,DPF,668.878784179688,Contact 046,654.334,14.544784179688,,,DPF2,Y,Y,Y,,Mixed faunal Class C/D,J. McCabe,?,N,,1998-07-29,
BB126,BB,,50.7441653698,-111.5105266566,463980,5621500,681.322,,DPF,681.248107910156,Contact 182,667.899047851562,13.349060058594,,,DPF2,Y,Y,Y,,Mixed faunal Class B,?,?,N,,2000-10-01,
BB127,BB,,50.7337501094,-111.5579408287,460626,5620366,703.15,,DPF,702.783447265625,Contact 190,668.9937,33.789747265625,,,DPF4,Y,Y,Y,,Mixed faunal Class B,P. J. Currie,1991-07-31,N,,2002-05-18,
BB128,BB,,50.755470223,-111.4893842713,465480,5622747,667.991,,DPF,667.477661132812,Eberth & Getty 2005,,10,,,DPF2,Y,Y,Y,,Centrosaurus apertus plus mixed faunal Class C; NW of BB043 at similar height,M. Ryan,1989-07-01,N,,2003-09-25,Eberth & Getty 2005
BB129,BB,,50.7407463882,-111.529055414,462670,5621129,668.92,,DPF,668.635375976562,Contact 185,667.315124511719,1.32025146484307,,,DPF1,Y,Y,Y,,Mixed faunal Class C,P. J. Currie,1992-08-02,N,,2001-10-22,
BB130,BB,,50.7366383606,-111.5462271834,461455,5620681,704.896,TMP L0436; Princess Coulee Mouth BB,DPF,704.151672363281,Contact 187,667.9216,36.230072363281,,,DPF4,Y,Y,Y,,Styracosaurus albertensis plus mixed faunal; Class B,P. J. Currie,1992-07-01,N,,2002-05-18,
BB131,BB,,50.7489961094,-111.3968678918,472002,5621988,715.214,,DPF,715.480346679688,Contact 087,654.286865234375,61.193481445313,,,DPF5,Y,Y,Y,,Microsite (Class D BB),P. J. Currie,1992-08-06,N,,2003-05-19,
BB132,BB,,50.7626980685,-111.4258381621,469967,5623523,669.06,,DPF,671.254943847656,Contact 127,660.0668,11.1881438476561,,,DPF2,Y,Y,Y,,Mixed faunal Class B,D. Tanke,1992-08-26,N,,2023-08-19,
BB132A,BB,,50.7630472775174,-111.426252527509,469938,5623562,,,DPF,672.455078125,Contact 127,660.0668,12.3882781250001,,,DPF2,Y,Y,Y,BB132,Mixed faunal Class B,P. J. Currie,2013-05-30,N,,,
BB133,BB,,50.7535846138,-111.477839253,466293,5622532,674.339,,DPF,673.090942382812,Contact 215,657.065979003906,16.024963378906,,,DPF1,Y,Y,Y,,Mixed faunal Class A,D. Tanke,1993-07-03,N,,2002-05-17,
BB134,BB,,50.7431710881,-111.5034150742,464481,5621386,681.507,,DPF,680.976257324219,Contact 177,666.0112,14.9650573242189,,,DPF1,Y,Y,Y,,Mixed faunal Class A,D. Tanke,1993-05-31,N,,2002-05-14,
BB135,BB,,50.7309427535,-111.5193380512,463348,5620034,685.06,,DPF,684.855895996094,Brinkman et al. 1998,NA,15,,,DPF2,N,Y,Y,,Mixed faunal Class B,P. J. Currie,1994-07-18,N,,2001-10-22,Brinkman et al. 1998; Brinkman unpublished
BB136,BB,,50.7321935484,-111.5251898755,462936,5620176,671.047,,DPF,670.78125,Contact 189,668.993713378906,1.78753662109398,,,DPF1,N,Y,Y,,Mixed faunal Class B/C,P. J. Currie,2005-06-14,N,,2002-05-17,
BB137,BB,,50.7416976406,-111.5194995216,463345,5621230,667.04,Phil’s Site,DPF,666.968933105469,Brinkman et al. 1998,NA,0,,,DPF1,Y,Y,Y,,Microsite (Class D BB),P. J. Currie,1994-07-20,N,,2001-10-22,Brinkman et al. 1998; Brinkman unpublished
BB138,BB,,50.7475857531,-111.5240296603,463030,5621887,648.729,FEP Sandhill Creek,Oldman,648.242431640625,Eberth & Getty 2005,,-14.2,,,Oldman,Y,Y,Y,,Coronosaurus brinkmani plus mixed faunal,P. J. Currie,1994-08-09,Y,Summer 1996,2005-06-26,Ryan & Russell 2005
BB139,BB,,50.7416132678,-111.528271509,462726,5621225,667.92,,DPF,667.4658203125,Contact 230,665.883544921875,1.582275390625,,,DPF1,Y,Y,Y,,Microsite (Class D BB),P. J. Currie,1994-08-22,N,,2005-06-26,
BB140,BB,,50.7530316071,-111.4130769821,470861,5622443,663.45,,DPF,663.324462890625,Contact 087,654.286865234375,9.03759765625,,,DPF1,Y,Y,Y,,Mixed faunal Class B,P. J. Currie; S. Wright ,1995-07-13,N,,2003-05-27,
BB141,BB,,50.7524465325,-111.4132277683,470850,5622378,672.288,,DPF,671.658508300781,Contact 087,654.286865234375,17.371643066406,,,DPF2,Y,Y,Y,,Mixed faunal,S. Wright,1995-07-13,N,,2003-05-27,
BB142,BB,,50.8141099805,-111.5674712831,460022,5629307,696.44,,DPF,696.294128417969,Contact 017,648.4369,47.8572284179689,,,DPF5,Y,Y,Y,,Microsite (Class D BB),C. Coy,1995-08-22,N,,2001-10-17,
BB143,BB,,50.7503028579,-111.5679469268,459934,5622212,682,,DPF,682.649169921875,Contact 152,661.438781738281,21.210388183594,,,DPF3,N,Y,?,,Mixed faunal Class B,P. J. Currie,1996-07-11,N,,,
BB144,BB,,50.7441411473,-111.5359678159,462185,5621510,659.102,,DPF,658.988525390625,Contact 078,656.915588378906,2.07293701171898,,,DPF1,Y,Y,Y,,Mixed faunal Class C,P. J. Currie,1996-07-11,N,,2002-05-17,
BB145,BB,,50.7589168857,-111.4866696968,465674,5623129,666.3,,DPF,666.327575683594,Contact 120,659.598327636719,6.729248046875,,,DPF1,Y,Y,Y,,Mixed faunal Class B,P. J. Currie & K. Kucher,1996-07-12,N,,2001-08-03,
BB146,BB,,50.7578849799,-111.4882752443,465560,5623015,676.63,,DPF,676.597290039062,Contact 130,660.003234863281,16.594055175781,,,DPF2,Y,Y,Y,,Microsite (Class D BB),P. J. Currie,1996-07-13,N,,2001-10-16,
BB146A,BB,,50.7581147732,-111.4870867087,465644,5623040,676.76,L2370 H&M Site,DPF,676.434326171875,Contact 130,660.003234863281,16.431091308594,,,DPF2,Y,Y,Y,,Microsite (Class D BB),P. J. Currie,1996-07-13,N,,2001-10-16,Brinkman unpublished
BB146B,BB,,50.7576107471,-111.4893357069,465485,5622985,677,Marie’s Site,DPF,678.709533691406,Contact 130,660.003234863281,18.706298828125,,,DPF2,Y,Y,Y,,Microsite (Class D BB),,Summer 2004,N,,2005-07-08,Brinkman unpublished
BB147,BB,,50.7625857204,-111.3802799563,473180,5623493,696.614,,DPF,696.578674316406,Contact 033,655.827026367188,40.7516479492181,,,DPF4,Y,Y,Y,,Mixed faunal Class B,P. J. Currie,1996-07-24,N,,2003-05-19,
BB148,BB,,50.7624743507,-111.3785775764,473300,5623480,714.544,U109,DPF,714.974243164062,Contact 033,655.827026367188,59.1472167968741,,,DPF5,Y,Y,Y,,Mixed faunal Class C,G. Johnson,1996-07-23,N,,2003-05-19,
BB149,BB,,50.7357485142,-111.5124474258,463838,5620565,693.75,,DPF,693.869812011719,Contact 195,669.764,24.105812011719,,,DPF3,N,Y,Y,,Mixed faunal,D. Tanke,1997-03-13,N,,,
BB150,BB,,50.8266936385,-111.5958078556,458037,5630722,660.755,x,DPF,660.827880859375,Contact 017,648.4369,12.390980859375,,,DPF2,Y,Y,Y,,Mixed faunal Class B/D,P. Druckenmiller,1997-08-11,N,,2000-07-25,
BB151,BB,,50.8265835813,-111.592696988,458256,5630708,667.42,x,DPF,667.266906738281,Contact 017,648.4369,18.830006738281,,,DPF2,Y,Y,Y,,Mixed faunal Class B,P. Druckenmiller,1997-08-11,N,,2000-07-25,
BB151A,BB,,50.8269042180073,-111.591536764916,458338,5630743,,,DPF,668.198974609375,Contact 017,648.4369,19.762074609375,,,,,Y,,BB151,Azhdarchid partial right pelvis,G. Funston,Summer 2015,,,,
BB152,BB,,50.7430320679,-111.5187205902,463401,5621378,675.054,Mike Getty’s BB,DPF,674.807250976562,Contact 233,667.058166503906,7.74908447265602,,,DPF1,Y,Y,Y,,Centrosaurus Class B,M. Getty,,N,,2001-10-22,Eberth & Getty 2005
BB153,BB,,50.7731689925,-111.540171243,461912,5624740,665.66,?U123,DPF,665.609375,Contact 079,656.985717773438,8.62365722656205,,,DPF1,Y,Y,Y,,Mixed faunal,P. J. Currie,1998-07-08,N,,2001-10-17,
BB154,BB,,50.7737810585,-111.512139585,463889,5624794,660.05,,DPF,660.174194335938,Contact 046,654.334,5.84019433593801,,,DPF1,Y,Y,Y,,Mixed faunal Class C,P. J. Currie,1998-07-29,N,,2001-10-23,
BB155,BB,,50.7732815982,-111.5152826004,463667,5624740,671.67,,DPF,671.563354492188,Contact 046,654.334,17.229354492188,,,DPF2,Y,Y,Y,,Mixed faunal Class B,P. J. Currie,1998-07-29,N,,2001-10-23,
BB156,BB,,50.7946379535,-111.5753088766,459453,5627146,669.76,False Cutler Styracosaurus BB,DPF,670.282653808594,Eberth & Getty 2005,,24,,,DPF2,Y,Y,Y,,Mixed faunal Class B,D. Marsh; M. Ryan,1998-07-30,N,,1998-07-31,Eberth & Getty 2005
BB157,BB,,50.7949712307,-111.575199457,459461,5627183,685.47,,DPF,685.22607421875,Contact 025,650.900634765625,34.325439453125,,,DPF4,Y,Y,Y,,Mixed faunal Class C,P. J. Currie,1998-07-30,N,,2001-10-23,
BB158,BB,,50.7726377607,-111.5245506223,463013,5624673,676.05,x,DPF,675.907592773438,Contact 075,656.6,19.3075927734379,,,DPF2,Y,Y,Y,,Mixed faunal Class B,E. Felber,1998-07-27,N,,2001-10-23,
BB159,BB,,50.7511080655,-111.4422475301,468802,5622241,669.693,x,DPF,669.696838378906,Contact 147,661.4158,8.28103837890603,,,DPF1,Y,Y,Y,,Mixed faunal Class C/D,B. Coultes,1998-08-03,N,,1998-08-03,
BB160,BB,,50.7534679182,-111.4459981281,468539,5622505,674.65,x,DPF,675.8046875,Contact 132,660.300903320312,15.503784179688,,,DPF2,Y,Y,Y,,Microsite (Class D BB),B. Coultes,1998-08-03,N,,2001-10-21,
BB161,BB,,50.7709704202,-111.5273541135,462814,5624489,656.57,x,DPF,656.001953125,Contact 075,656.6,0,,,DPF1,Y,Y,Y,,Microsite (Class D BB),E. Felber,1998-07-27,N,,2001-10-17,
BB162,BB,,50.7721640455,-111.5278922674,462777,5624622,654.24,x,DPF,653.760986328125,Eberth & Getty 2005,,2,,,DPF1,Y,Y,Y,,Centrosaurus apertus plus mixed faunal Class B,P. J. Currie,1998-07-10,N,,2001-10-17,Eberth & Getty 2005
BB163,BB,,50.7724158806,-111.5238957669,463059,5624648,669.81,x,DPF,669.713012695312,Contact 062,655.933776855469,13.7792358398431,,,DPF2,Y,Y,Y,,Mixed faunal Class B,P. J. Currie,1998-07-27,N,,2001-10-23,
BB164,BB,,50.7533930444,-111.3943958776,472179,5622476,698.62,x,DPF,699.960205078125,Contact 074,656.457275390625,43.5029296875,,,DPF5,Y,Y,Y,,Mixed faunal Class B/D,P. J. Currie,1998-08-14,N,,1998-08-14,
BB165,BB,,50.7516148822,-111.4041905217,471487,5622282,679.07,x,DPF,679.52294921875,Eberth & Getty 2005,,8,,,DPF1,Y,Y,Y,,Centrosaurus Class B,D. Tanke,1998-08-18,N,,1998-08-18,Eberth & Getty 2005
BB166,BB,,50.8267190926,-111.5961063485,458016,5630725,654.388,,DPF,654.887390136719,Eberth & Getty 2005,,3,,,DPF1,Y,Y,Y,,Centrosaurus apertus; near Q224,,,N,,2001-07-30,Eberth & Getty 2005
BB167,BB,,50.7909718262,-111.3589734559,474698,5626642,707.577,x,DPF,708.048828125,Contact 100,658.422424316406,49.626403808594,,,DPF5,N,Y,?,,Mixed faunal Class C,P. J. Currie,1998-08-25,N,,2000-10-16,
BB168,BB,,50.7416657726,-111.5165512381,463553,5621225,668.63,FEP Fenceline Site,DPF,668.795227050781,Eberth & Getty 2005,,1,,,DPF1,Y,Y,Y,,Centrosaurus apertus; near BB215,D. Tanke; M. Getty,1998-09-11,N,,2001-07-08,Eberth & Getty 2005
BB169,BB,,50.7763318811,-111.5004379243,464716,5625072,664.27,L0467,DPF,664.384643554688,Contact 046,654.334,10.050643554688,,,DPF1,Y,Y,Y,,Mixed faunal,P. J. Currie,2000-07-31,N,,2001-10-24,
BB170,BB,,50.7679189798,-111.4093651161,471132,5624097,679.12,L0468,DPF,680.552368164062,Contact 162,662.910339355469,17.6420288085931,,,DPF2,Y,Y,Y,,Mixed faunal,P. J. Currie,Many years ago,N,,2000-10-17,
BB171,BB,,50.8177777992,-111.5732508347,459618,5629718,664.44,,DPF,665.221008300781,Contact 017,648.4369,16.784108300781,,,DPF2,Y,Y,Y,,Mixed faunal,E. Felber,2001-07-06,N,,2001-10-17,
BB172,BB,,50.7686434936,-111.4766880011,466385,5624206,655.41,,DPF,656.501831054688,Contact 020,648.585876464844,7.91595458984398,,,DPF1,Y,Y,Y,,Mixed faunal Class C,P. J. Currie,2001-07-26,N,,2001-10-16,
BB173,BB,,50.7747194825,-111.5052286619,464377,5624895,654.94,,DPF,654.802673339844,Contact 046,654.334,0.468673339844031,,,DPF1,Y,Y,Y,,Mixed faunal Class D,T. E. Guldberg,2001-07-27,N,,2001-10-24,
BB173A,BB,,50.7750813928,-111.5047219788,464413,5624935,651.84,,DPF,651.397766113281,Contact 046,654.334,-2.93623388671892,,,DPF1,Y,Y,Y,,Mixed faunal Class D,T. E. Guldberg,2001-07-27,N,,2001-10-24,
BB174,BB,,50.7756380209,-111.5028558132,464545,5624996,665.63,,DPF,665.65576171875,Contact 046,654.334,11.3217617187501,,,DPF2,Y,Y,Y,,Mixed faunal Class C/D,P. J. Currie,2001-07-27,N,,2001-10-24,
BB175,BB,,50.8132236928,-111.5920026952,458293,5629222,674.045,,DPF,674.350402832031,Contact 017,648.4369,25.913502832031,,,DPF3,Y,Y,Y,,Ceratopsidae Class B,P. J. Currie,2001-07-28,N,,2003-05-22,
BB176,BB,,50.8236368929,-111.5885565787,458545,5630378,665.756,,DPF,666.056335449219,Contact 017,648.4369,17.6194354492189,,,DPF2,Y,Y,Y,,Mixed faunal Class C/D,P. J. Currie,2001-07-30,N,,2001-07-30,
BB177,BB,,50.7741660347,-111.524666994,463006,5624843,696.78,,DPF,696.719360351562,Contact 075,656.6,40.119360351562,,,DPF5,Y,Y,Y,,,,,N,,2001-10-17,
BB178,BB,,50.7692511931,-111.5196911814,463353,5624294,658.182,,DPF,657.811706542969,Eberth & Getty 2005,,1,,,DPF1,Y,Y,Y,,Centrosaurus apertus monodominant,R. Pryor,2001-10-17,N,,2001-10-17,Eberth & Getty 2005
BB179,BB,,50.8009956765,-111.5862002663,458691,5627859,670.7,,DPF,670.550415039062,Contact 012,647.292602539062,23.2578125,,,DPF3,Y,Y,Y,,,D. A. Eberth,2001-10-17,N,,2001-10-23,
BB180,BB,,50.7514985134,-111.409193531,471134,5622271,669.88,,DPF,669.638305664062,Eberth & Getty 2005,,5,,,DPF1,Y,Y,Y,,Centrosaurus apertus Class A,P. J. Currie,2001-10-19,N,,2001-10-19,C. Brown et al. 2020
BB182,BB,,50.7529191522,-111.4460496177,468535,5622444,667.2,,DPF,665.096618652344,Contact 132,660.300903320312,4.79571533203193,,,DPF1,Y,Y,Y,,Mixed faunal Class B,D. Tanke,2001-10-21,N,,2001-10-21,
BB184,BB,,50.7462744418,-111.4841148455,465845,5621722,707.398,,DPF,707.472534179688,Contact 223,663.111,44.361534179688,,,DPF5,Y,Y,Y,,Mixed faunal Class B/D,P. J. Currie,2002-06-25,N,,2002-06-25,
BB185,BB,,50.7673330807,-111.3721930459,473753,5624018,666.191,,DPF,666.171752929688,Contact 103,658.635681152344,7.53607177734398,,,DPF1,Y,Y,Y,,Hadrosauridae? Mixed faunal Class B/D,J. Achenbach (National Geographic writer),2002-07-03,N,,2003-05-16,
BB186,BB,,50.7830271669,-111.3484155858,475438,5625755,695.544,,DPF,,Contact 076,655.748840332031,39.795159667969,,,DPF4,N,Y,N,,Hadrosauridae; Ankylosauridae; tyrannosaur Class B,P. J. Currie,2002-07-06,N,,2003-05-19,
BB187,BB,,50.7559404626,-111.5319203328,462480,5622820,688.288,,DPF,687.875854492188,Contact 219,662.423156738281,25.4526977539069,,,DPF4,Y,Y,Y,,Mixed faunal Class B,P. J. Currie,2002-07-07,N,,2003-05-23,
BB188,BB,,50.7612215816,-111.4903658694,465415,5623387,668.119,Wendy’s BB?,DPF,668.258483886719,Eberth & Getty 2005,,7,,,DPF1,Y,Y,Y,,Centrosaurus apertus,W. Sloboda,2002-07-18,N,,2002-07-18,Eberth & Getty 2005
